label,message
0,"no lah just now also too late le lol pass 5pm le... haha just go eatthose zhi char de noodles they order dry hor fun, mee goreng all thosenomnomnom! wa then wo bu shi chi ruan fan lol"
0,haha just go lo for the point lol... it is straight after ur classanyway... eh somewhere in punggol i also dunno lol... got.sheng siongone... haha dunno... u can treat me tml drink haha... hao arh! wherede buffet lol
0,i tink still can cancel leh got the cancel button there so u wanna cancel?
0,haha well it act as a motivator to make u go for class mah in a wayit is good.... but poor thing wait u tired i xin teng again... haha oklo tml see wat we eating! i din lol must dbl confirm wif u mah lol...
0,wat! sob sob sob i pei u still say must see me very sianz t.t...broke my heart lo sob sob sob... eh hmmm i also dunno leh lol stillcontemplating lol.... try le cannot t.t...
0,sob sob sob u got test also lo t.t... y my fault t.t... u din cancelit yesterday sob sob sob i scare u not enuff credit mah t.t......
0,haha ok my fault! haha is it interesting? too bad i not there lolcannot be motivated
0,haha ic.... interesting.... ya lo must zhen xi! haha... nowadays allabout presentation one lol... sad world... but now young must enjoy ornext time no time le lol
0,is must zhen xi me! haha... ya lo must get master in singapore!haha... my teeth t.t... but no money put braces lol... must earn moremoney then next time also can retire earlier! haha...
0,t.t... sob sob sob how can u do this to mua~~~ ya lo lol... dunno lehmaybe if i got the money lol... my teeth not that straight lol
0,is zhen xi me! lol... nobody ask u do it lol... ya true lol... thenmust try to sleep! if not later u will be super tires
0,opps super tired i mean
0,haha is 2 way mah i also ting ni de hua~~~ wa so good! nomnomnom!then studying now?
0,ya lo... u really dun intend to go arh... like that must do one moresia... haha good for u then... can enjoy the show in peace le
0,t.t... trying to make me fat wif u sob sob sob... no arh 3pm got labto go....o.o wat lose 2 put of <#> mark lol
0,oh so touchie~~~ then for that i shall eat supper~~~ lol... thensince pei me eat lunch le also pei me eat dinner =p... oic so u stillgot enuff to go for 6 lesson lah lol
0,eh haven eat yet haha going to soon... hmmm feel like eating subwayhaha... lol i tot u r trying to say got enuff slot lol... must go findand take.those unearthly hour lo
0,lol i ate ice cream lo... yup after my lessons go find u lo lol... idoubt going psychology lol
0,good luck for ur test!
0,lol actually intend to go for tutorial de but sleep back lol... ualso everytime pon one say me! lol sleep very late arh poor dweh jit.t...
0,hmmm ok i suggest we can ask them to give us a phone interview or weemail them the question and ask them to answer thru email? then wejust proceed with doing the slides for our part first
0,i have another tutorial at that timeslot... anyway i tink we can\
0,we only have 2 days left to wed not everyone is free they have theirother subject work to do also... like i have a project submission thistue already
0,u suggests we meet on wed...
0,this wed i mean
0,lol ok... omg i wanna vomit blood taking to that bang.rui sia...later i finish call u
0,i tell him cannot get get the ppt slide up by the meeting de he dunnowat tell me we presenting next wed leh... wth later let u see hissms... can\
0,yeah ok i try to send out the ppt on my part by wed.. i will join uall after my tut end if u all still discussing
0,funny they say enuff pple dun need me le then will give me creditlol... coming to find u now
0,oh ok i tot we r meeting for rehearsal this wed... ok cabbage then
0,-.- sorry typo i mean can not cabbage
0,haha ya lo! later we meet <#> min earlier outside the lec lol ibefore that got lab
0,haha i also break but i go clementi eat now lol...
0,oh ya check ur nus mail i tink the marketing study got someone emailsay if for any reason cannot make it can email them.in advance one
0,lol ya lo try lo better than not trying! haha maybe cab dun get deduct point
0,got arh just woke up lol... reach home le.mah
0,haha ya lo ty! here the rain just stop! haha good weather for.a nap!
0,lol my psycho test so boring one <#> min stare at gruesome screenthey flash left and right arrow i just press left or right omg... inearly went crazy...
0,"wahahahah! super typo lol... nono is ""the"" screen lol how did it getauto corrected to gruesome lol"
0,yes
0,haha is press left or right key on keyboard lol.... very boring arhthis one is the one that got 2nd part 2 hour de... hope the 2 hour notthat boring lol
0,i outside lec le
0,i also dunno maybe they cut me up and do experiment on me lol.. hahaso random... u shld say u no make up one is naturally smooth de lol
0,t.t... sob sob sob... haha good idea arh! then i can be back to <#>! lol... y not? angel leh skin sure super fair de arh lol
0,haha might as well shun bian install 6 pac inside... then liddat dunhave big tummy for u to touch le t.t... got arh so hua and smooth myangel~~~ i on train going home le yeah!
0,haha big tummy better lah =p... oh so good! i dun have travel bag loi dun mind getting one lol... haha go half only then pon le
0,eh can send me the format of the special term request u send to ida? thanks!
0,woot! ok i go check how is urs?
0,okie just send me the format when u r free thanks! i just check minei got <#> the median is <decimal> lol lucky me... i tink my lastqn got 2 working mark
0,haha nvm this laptop bag is good also! where got i so good lol... myresult out le! i got <#> / <#> ! although the median mark is<decimal> haha...
0,just bath finish so shiok! haha ya true.... but this laptop bag isgood lol... not heavy by itself so easy to carry... haha is lucky nocareless and my last qn 5 mark i tink i got working mark 2 mark lol...lol maybe u also get very high leh lol
0,okie thanks alot! dun mind if i just modify urs and sent since thereare no mark involve =x.... lol 1 mark only and still higher thanaverage lol... i tink is the last part ur working mark lesser
0,haha doesn\
0,yeap okie thanks alot i go check now
0,haha she buy back cai fan for me... lol buy more i wanna kope nexttime lol... okie so late le i where will.late one lol
0,haha she buy one not i ask de... haha lo next time go buy together!ok yes mdm at most i late u all go in first lol... haha ya lo so poorthing no sleep
0,haha u can try when she eat it lol... lol next time i shall try! hahahow much is it? i also just finish my cai fan lol
0,lol then must stalk outside her rm until she open then pounce on herand kope lol... haha this king normally a lot de arh... lol next timelo i also just ate this kind yesterday lol
0,wa so many lol... no arh i king then.u shld be queen mah! lol... sofat fat also =p... so wat time u intending to sleep?
0,haha princess will become queen one day! my queen! lol... wow <#>hour so good! lol... sleep more then skin smoother lol
0,haha i can reach arh y cannot? wat u wanna take? =p... so tml will be <#> / <#> condition lah lol
0,haha will be rich in the future my queen lol... wahahahah! u all soxing you ling xi one lol... u can snack until u fat fat le
0,haha maybe later u hungry le leh... nomnomnom! lol hao arh! ty! nowstill so early only omg lol
0,haha then go sleep lah dun force urself awake wait u later cannotsleep lol... haha i tink i shall read webcast later
0,i suspect as much lol... aiyo wanna sleep sleep all the way le mahwait later cannot sleep again! lol... i just finish a 1 hour lecwebcast! haha... tml shall continue again!
0,haha i just ate a mcspicy... sob sob sob fat le... must control fromtoday onward! okie... hmmm shld i buy umi sushi or go ntuc buy edosushi
0,haha ya lo my mum lo brought back again... hmmm hao de... lol... mysalmon sushi! nomnomnom... u leh bringing lunch in tml?
0,haha fat fat arh t.t... u shld pei me eat sushi! haha.... no worryarh april we plenty of time to eat lol we go eat and study there
0,haha ok lo lol... yup wev have plenty to study dun worry lol... u notsleeping yet?
0,yeap at the expressway le
0,lol i want sushi!
0,i reach le!
0,haha so u all sing 1 more only lah lol... no lo i in front sing somuch omg....
0,got arh i solo so many song t.t... so ke lian u must cook honey lemonfor me lol... wa lol they din chase u all arh so good... then earnback the change mic time lo lol
0,wa jog again t.t... i wanna exercise too i so fat le sob sob sob waitu dun want me how! the snack is not potato arh healthier lol
0,wahahahah just finish my driving! so sad fully booked until nextthursday sia.... ya lo so unhealthy t.t... too busy le lah so sad....noodles cracker fat meh potato chip sure fatter lo
0,hmmm true lol... liddat got <#> lesson in 5 mth not bad lol... buthe din mention about booking final forgot to ask him... must ask himnext week lol... then good lo won\
0,ya lo next week ask him... finish le? sob sob sob... wow spam crabarh! lol... marketing meeting lo lol... dunno when is the rehearsal
0,haven eat lah just reach home sob sob sob... muhahaha seafood!nomnomnom! dunno leh maybe they siao on want weekend leh...
0,ya ate my carbonara lol... wa liddat also can arh... so sudden... nvmthere is always phuket trip lol... but ur taiwan trip so long later ycannot
0,haha not enuff then eat later lo... wa phuket book le lo how can dungo! and japan so far from phuket can lah and still got 5 mth lo
0,lol bo ko leng phuket affected badly one lah... it is so far away...korea is confirm one but phuket is nearly as far away from japan assingapore leh.... if phuket affected singapore also affected lo lol...wa lol funny but bk quite near lah so bo pian... nomnomnom! but nothungry yet lol
0,i am cooking fries! nomnomnom! lol... this sunday morning got projectpresentation lo need yup school sob sob sob... lucky also not veryearly is <decimal> lol... anyway tml we eating dinner?
0,haha bo pian other slot kana book very fast le lol... woot never readlol... so sad t.t... thailand affected? hopefully this 5 mth nothinghappen lol... hmmm u got any craving?
0,haha ya lo ... lol bo pian so late le everyone vet all the good slotle... lol my grilled fries so nomnomnom! haha then we tml decide bah!liddat we can also go town eat lol
0,haha no more slot? i think at most 1 or 2% gone lo... sob sob sob...so good to me! ty! let me guess u finish ur show le right! lol
0,ur monday din go one got minus? hmmm see wat craving we have tml!lol... haha ya lo u got 2 other show to watch! lol so touchietouchie~~~ give.u another virtual kiss *muack*
0,t.t.... sob sob sob... haha up to u my mama also won\
0,okie lol.. fist show also got shuai ge arh lol... how can u reject myvirtual kiss~~~ lol... wan to wat? u mean want ti eat wat arh?
0,woot then wat about me lol... wait i jealous arh lol... haha see tmlwat u wanna eat i also pei ni! lol
0,ya lo ya lo i super easy jealous one so from today onward u cannottok to anybody not even girl =p... must lock urself indoor haha...hmmmmmmmm dunno leh later search internet see got any recommendationlol
0,wahahahah liddat also can.... ya lo scare u go out other man willfall for u mah... even women also fall for u lol...
0,i always treat u very good arh! love u dipx dipx lol... okie i waitfor u a while lo nvm l... i go check for food now!
0,of cos~~~ o.o... wat is it related to lol... hungrygowhere thewebsite down! and insing de all not much review lol... we go city hallthere? since there a lot western lol... or u look thru ur list see gotwat to eat!
0,lol is it something good or.bad? hmmm haha sushi tei! u still wannaeat? bedok point have arh... i dun mind secret recipe too
0,woot... i bet is ur test got full mark or something lol...
0,haha i anything lah maybe u have craving tml we tml then decide bah
0,lol so i guess the thing u gonna tell me is not about ur result...but ok lah u still above average arh!
0,ya lo jia you le! lol so poor thing t.t... nvm tml we go eatsomething good to cheer u up! nomnomnom!
0,wa then quickly sleep le night!
0,eh can help me take one more lab sheet? i din go lec today lol... itake from u tml
0,omg.u ok mah? wat happen? where de pedestrian crossing?
0,scare u fall down or something mah.... stupid driver -.- so manyidiot in this world... at central library there arh
0,no
0,ya lo hai me super late for my tut lo! i still at art omg... wa thenliddat u need to go soon le lo
0,t.t... sat sob sob sob... meet where? town arh? haizzzzzz expected...i not there then kana arrow -.-
0,wth lo they want the meeting to be at <decimal> pm wth...
0,ok thanks u all still having meeting? my tut just ended
0,no lo they put in the email <decimal> in town... siao sia i latergo email tell them i.not free...
0,i am very sure leh unless i am blinded by ur love to eeee such a boldsentence =p... stupid sia it is a sat and they set it at <decimal> pm-.- all no life one
0,apparently they all are... haizzzzzz... i shall start on my marketingslides now lol... and his email he ask u compile the slides leh
0,i email say i not free le i dun care... siao sat night... i ask themchange to afternoon... u later tut finish sms me i at computing lol
0,too bad lo then change another day lo... y dunno how not free thennot free lo dun need to fan one wat
0,lol nvm i go print then
0,lol okie i go find u!
0,lol u write out first then we see how many tmp u use... i use around<#> i tink
0,haha i now then walking over... ya cya at library
0,haha ya lo... tml go see lo... anyway u got modify the code? i dincut the instruction by a lot...
0,i mean the question 5 lol
0,omg discrete math assignment 2 due next monday -.-
0,totally gg... i have to read up on that whole chapter cos i ponlecture lol... wow that is a lot... hmmm then i shall wait fortutorial discussion tml le i got <#> line sia
0,reach home le! lol just now on bus super urgent need toilet lo...drink too much water le lol
0,lol sob sob sob... just bath finish so shiok! not sleeping yet? i totu tired lol.. haha then liddat u will have less time for ur nap
0,lol poor dweh ji <decimal> also not enuff sleep... dun nap wait usuper tired lo poor thing t.t....
0,haha nvm u too tired tell me i give u a kiss of energy to boost u up! lol
0,haha kiss u when u at home if u din nap lol... revitalize u lol...nuuuu i also want t.t.. sob sob sob
0,haha i also lo i wake up and decided to pon... so later just goingfor the studyyyyy sianzzzz
0,haha i just on my way to school now... lol u wanna watch that? nomango milkshake sob sob sob... so u got drink?
0,koi! siob siob siob... later i shall go buy mango milkshake! if stillhave left lol....
0,so is the study fun lol
0,eh later <decimal> will i still be in school or go back hall le?
0,cos i overslept for today comp org de tut t.t.. wanna copy answer from u lol
0,haha tat time i 4 pm buy have lo hope later have also lol.... wa manytest sianz... woot $ <#> +.. u wanna buy de short always so ex de lol
0,haha yesterday de mango <#> + u also din buy le lol... rmb to buy urmango de shirt arh!
0,haha anything lah wear inside one also nobody see de... haha expectedleh... gong cha conform shorter go get gong cha lo lol
0,orh chey... scarly in the end u both also din buy cos ex lol... lolthe queue very long? shopp?
0,no
0,sobsobsob.. then u buying the esprit one arh lol... y leh lol.... ooothat is good next time can buy a small packet eat lol
0,wa u liddat ur extra 1 k finish soon lol... haha i also try beforethe sample =p... yeah just reach school lol... dunnoeh tink so
0,yeah got... i going for a marketing study now until <decimal> later sms u
0,haha u shopping.maniac will stop buying one meh lol... so poor thingt.t... i treat u movie later lo lol... my one is first one read somearticle one then 2nd is see some pattern and write wat u tink it is
0,i finish le where u wanna meet?
0,haha u din buy i also can treat u movie arh lol... haha then u gotbuy anything else? same! i also 2 put i dunno lol
0,haha no lah u my gf mah treat u movie cannot meh lol... lol no worryi now in school copying answer from marcus the tutorial i miss outhaha.. nuuuu jian fei lol... i fat fat!
0,what! why cannot! unreasonable! lol... i at outram liao! u gone for ur gym le?
0,sob sob sob free movie dun like t.t... hmmm nope... i shall go buythe peanut pancake! haha... wa so good then.nobody kope. he treadmillfrom.u lol
0,ya lo then i treat u won\
0,lol poor thing t.t... dun jog so much lah so skinny le lol... i bopian must keep the tummy for u~~~
0,wa really got the second last bus so lucky!
0,yeap lol i reach home also play game lol... so sad cannot do my tutfirst haizzzzzz
0,tml i shall do after marketing! destresssssssss haha....
0,hmmm tml got <decimal> de slot u tink we can make it?
0,woot okie then got <#> pm de but so late u still wanna watch? if notthen another day le lol
0,ya hor t.t... haha see lo arga most we watch bk drama lol.. expectedlah u tired mah lol
0,hk drama lah! lol so late haven sleep! good night!
0,ok i can make it
0,haha i finish my psychology le! omg it is the same test lo as mondaythe arrow one... cept today do 2 times! i nearly fall asleep halfway!so sunday de marketing meeting u going?
0,ya lo lol but lucky got half an hour break in between then i go trybuy mango milkshake but dun have lol... in the end j bought honeydewmilkshake! haha... dunno mah maybe u got something on last min mahlol
0,ya lo sob sob sob... nice arh although not ice blended... wat drink uwant? becos of in?
0,ya lo lol dunno lah.. business de milkshake also dun have ice blendedarh... wa change so fast again lol... why me??? i sunday also din meetu
0,no
0,no lah i drink arts. de.... just an example... fat fat! lol... wootlast sunday one is not really last min something on lah t.t....
0,ya lo i also lol... sob sob sob... t.t... i teaching le! at tanah merah le
0,lol opps... haha i reach pasir ris le! haha u cache go run arh i godo work lo just need if power plug lol
0,damn i bought meatballs to eat then walk pass umi sushi regrettedlo... shld have bought sushi lol... anyway reaching soon le at dteliao
0,hey i cannot make it at <decimal> i got a presentation at<decimal> in school... i can reach earliest 1pm
0,good night my pig!
0,haha so early? i woke up by u!
0,haha i continued lol... okie... so u got go jog?
0,wa really? lol still lazing in my bed! lol....
0,y u call ur own name? ya lo sob sob sob... lol compile abit now lolater go back then compile lo
0,haha i can help u compile also later... ya lo lol...y leh a lot pplecannot make it arh... okie....
0,huh y u cant? ur postpone one is not ur poly clique meeting is it....coming now wait for bus lol
0,good night sleep well piggy!
0,eh sorry i tink i cannot go for the project review i am having a baddiarrhea... please update me after that sorry
0,need to show mc or not one arh the project review got mark or not de?
0,hmmm ok cos i at home got medicine din go see doctor.. wa liew tinkeat something wrong yesterday sia... even my throat also pain lo...
0,ok thanks! i later afternoon still got project meeting lo next wedpresentation le -.- dunno can go or not hope the medicine work...
0,ya lo marketing...
0,eh quite ok mostly common sense and got abit consumer psychology onelol... the project is analyse a company
0,ya shld be better than finance to me lol... i tot u taking management?
0,haha so late! i also around that time lol
0,lol okie we meet at city hall mrt then... really arh how u noe?
0,haha die together lo... i dunno arh what make u tink that way?
0,okie... scarly u arrive first arh lol... ic... i think he shld be going bah
0,hey i will be reaching around <decimal> my project just end sorry
0,ya cos he just sent -.- ... i just now check hotmail he also say henot going for.the meeting...
0,wa now u must wait for me! i will be reaching around <decimal> t.t...
0,raffles city got mac meh
0,okie
0,okie i at city hall le
0,lol we will sms u when we meeting then video call u... u just prepareur part to present jasmine will send the slide by today
0,hey so how is the project review? anyway tml u before 2pm got breakright? we can discuss the math assignment
0,miss eu dipx dipx! muack*
0,haha same meaning lah miss dears dear dipx dipx lo~~~
0,okay np cya next week!
0,t.t. my dearest dear~~~~ sob sob sob... how can u not see mua love for u~~~
0,btw i am at t1
0,vat the hell coming!
0,i tot u mean interchange...
0,wa so hao mai arh lol... sob sob sob... at lest u got sushi jia liao!lol... ba kut teh!
0,haha we saying now go cathay watch the world invasion movie! haha...u wanna come?
0,oh forget it! sold out! haha...
0,lol so random we going gv de now lol!
0,dunno leh i random suggest suddenly all super on! haha since u alsonot.very interested in that movie and wq wanna watch also... but gvpopcorn not nice
0,ya 4 haha hope it is nice lo... i wanna eat lol.. i dun buy nacho onelol... <decimal> movie lo we now then buying tix!
0,ya eat le cai fan sob sobs sob... lol going in now! no din go teh t.t
0,haha hao de! jia you le!
0,u called me?
0,finish le! haha quite good movie for.me like typical war movie withhero lol... anyway send ur timetable.online the bang call me for urtimetable lol
0,haha how is ur work then! we gone teh after that lol... to me not badarh dunno.how u find it lol....
0,yeah dun have much of a choice lol.... at most some part we justsmoke thru lol the tutor also like not very sure of nus marketingstrategy de also
0,haha so finish le arh? so late lo... scare not enuff sleep for tmltutorial t.t... wait cannot get up again lol... haha can watch wif uagain quite nice... got arh half an hour lol
0,haha ic... ganbatte! dunno leh scare won\
0,haha boring? u can watch ur chi lam show! my mum watching now lol...haha we keep ka jiao wq say he go phuket dun need bring money he canearn enuff there
0,haha wat u ate? got chi lam still boring lol... ya lo got ass book! haha...
0,eh u got try install pcspim in ur own computer? mine cannot extract sia
0,wa sianz.... u not online now right?
0,download like millions of time le... kao... then tml have to usetheir lab computer... i dun even rmb wat is the username...
0,eh u use their lab computer one normally? u noe wat is the username or not arh
0,haha nvm biscuit not fat also... woot we also got contribute to itok! lol... i very sianz the lab need install something one but i dwlthe file keep cannot unzip... tml go their lab then can do sianz....
0,haha u got plenty of room to get fat! t.t... me ish ur bf leh leaveme out please my money also all urs lol... ya lo so sad... anyway didi tell u my psycho term test got <#> / <#> ?
0,sianz rah.... haizzzzzz... then tml see how... lucky this lab dunlook hard... like just follow instruction lol...
0,wat! i still normal weight hor! bmi still below <#> hor! lol...haha must have confidence! me will luv eu forever... hopefully...=x..haha no lor mean is <decimal> quite high
0,haha din say u complain arh lol... jk mah luv eu dipx dipx lol... okok lo... din expect <#> + lol
0,wa do so long! wahadha my tumy for u anytime~~~ haha i watching showt.t... hope can wake up tml lol
0,haha later bah playing game now lol... ta that one lo... then waitfor natalie to put pic arh lol... no bg now? t.t... boys come i tink isure overslept lol
0,haha bg is background... my show just finish! shall sleep at 4...boys come? hmmm i also forgot wat i initially wanna type le lol
0,haha not bad arh... but is hai ren one u won\
0,wa i forgot today got marketing study also t.t.. now i also minus<decimal> le sianz
0,oh shit i forgot we checking answer... i tink later i just meet uoutside the lt like last week bah
0,but i not in school now leh how to check sia...
0,my qn 1 2nd part abit longer.... u free at 3pm.right? later just stayin the lab i going the same lab anyway lol can check answer and do labat the same time since.today lab like not.much
0,i got project meeting <#> lol... so only available at 3
0,yeah same
0,ya lo i sign up for the iphone de only 1 left le lol... they putpossible device itouch and other smartphone lol
0,i sign hp next tue de lol.. ya going now lo lol
0,up*
0,u also tue arh? then shld be next week lo this week only got wed and fri
0,lol nvm later we go eat dinner! lol... then u din go for ur sectionalteaching?
0,eh where we meeting?
0,pepper lunch or mac up to u! lol... wa good for u! lol
0,hmmm up to u both way also can lol... u choose!
0,ok be there in a min
0,wat! u r the one that say eat early or slack until 7 i say u choosemah lol piggy! i not saying about the dun eat in school part! wa justnow drop hp in bk lo lucky i haven left i realise so scary
0,eh no wth haha come.in lab find me
0,haha then we slack slack lo... later u finish call me! haha did u getjeremy msg?
0,no
0,haha i shld end <decimal> arh... so guai bring book! he ask for mj lo! lol
0,t.t... so ke lian force to study lol... lucky i always sleep in trainlol.... dunno lo asking him got kaki meh lol
0,haha lucky my wed de assignment i read up while doing tut le lol...wahahaha so poor thing give u a kiss of energy *muack*
0,haha i also miss lec but got tut so must do lol... ya lo u so cleversure can one lah.... becos virtual kiss not enuff! must give u realone later!
0,inside the bookshop!
0,yup i got see thanks for the notice
0,nuuu playing mj haha...
0,nuuu playing mj haha...
0,dun worry i walk over the bus stop that time not raining! yup gottake at interchange le
0,dunno leh i forward u the sms from colin and nat to me
0,to u*
0,"hey eugene, ms loh replied with the interview but i havent reallylooked at it yet.. should we still meet then? if not if its only goingto be a short one then we can go ahead and update you"
0,then colin say he is ok if i meet u all from the house
0,haizzzzzz see told u u shld send the sms le then i can just go then udun need go -.-
0,ya lo i also go bah lol...
0,but i also will be late! haha...
0,i tink we meet bah since got interview reply but i will be late sorry
0,wa i dun understand the convert to upper case qn leh we can\
0,oh ok then i noe how to approach the question le thanks
0,that one i also wanna ask u ! i dun understand wat is that qn asking!
0,eh dun tink so bah
0,tml submission! lol... i forgot the time but shld be <#> pm...that\
0,so have u gone off? lol
0,wa! then u die le lo lol
0,i am setting off now! lol
0,ok hmmm pcspim good idea lol
0,no lo i will still be late t.t.. go out too late le llah lol
0,then not so late arh i also around that time bah
0,ya lo someone need 1 hour to prepare lol angel mah bo pian
0,lol use the sample lo edit from there lol
0,wa sob sob sob no mac t.t.. then tml eat something healthier lo... itink is the weather lah keep raining one -.-
0,woot lol... ok arh pepper lunch not fried can eat... ya lo bettersleep early or wait tml sick cannot go school!
0,hey sorry i will be around <#> min late
0,wa heart broken t.t... sob sob sob so fast dun want me le
0,hi u coming for the meeting? it.is change to <decimal>
0,ok np
0,lol ya lo still say u strong lol... ok rephrase sob sob sob so fastsick of seeing me t.t...
0,wa so fast! haven arh... shld be <#> more.min
0,u try calling.natalie she shld be there i am reaching in 5 min
0,then try call natalie lo i walking over le
0,lol u all at bk right
0,no
0,hello around wat time u will be sending the slides?
0,okie np
0,will u be online later? i just now check my answer wif gh le lol
0,tu tu! i miss it already! lol... how that part funny right lol
0,t.t... but ur tu tu more fun haha... ya lo so cute he pose with thoseangmoh lol...
0,haha yes mdm! i hope can sleep by 3! haha will take effect soon iguess lol... haha u watching.finish ur other show first lah then i askmy mum lend u lol
0,eh under the marketing strategy part can help me take out the focuson world class research since we adding in something else le... andthe recommendation number 1 since when we have that arh the allocateappropriate proportion one seems weird to.me
0,yeap correct
0,hmmm i tout we have something from the interview we discuss thismorning? if dun have then nvm just take it off and the firstrecommendation bah cos the world class research i infer from thewebsite one dunno.correct or not
0,ya lo examine coming so.soon t.t... sianz! lol... haha ok arh got 6hour enuff bah i hope lol
0,not so soon cya later then
0,yeap thanks!
0,wa so fast! i also quite fast i tink... haha wear wat also beautifulone lah! dun worry! lol... wear jean lo lol
0,if we phrase it as nus biz aim at establishing global linkage then shld be ok
0,ok can just include in the note if u got anything need to be mention
0,colin... dun worry just now at bk i got tell him... but i din tellbang his part lol
0,mine also until quite long t.t... dunno up to u lo... wa liew shejust send the slide out lo no background no animation lo wth...
0,oh lol i tot that is the final.one so i go add more lol... kk
0,hmmm got already ? cos bang rui say they dun have... if have i tinkjust remove it bah
0,ok np send it over i put them in
0,okie so i send out to everyone after i done? or u still got thing to add?
0,omg shit i am sorry i overslept just woke up cannot come early
0,t.t. i also lo overslept for the meeting t.t.... die die
0,just woke up lo zzzzzzz... t.t... so poor thing later pei u go seedoctor after the presentation?
0,ya rehearse until late de lo... no lah i woke up le lol... wa cabagain sob sob sob
0,lol but a lot point lo scare later i forget some... and wait no timelo i suspect they in front sure take very long... bo pian mah u sickso wake up late
0,nope i dun like using cue card like not professional... haha dunnoleh hope not lo.... is just the 4p and strategy a lot to say lah... watake cab still late!
0,ya but that one shorter mah lol... and dun need memorize a lot thatpart... haha of cos! i shld reach on time lol
0,lol ok i tot u say will be late? meet u at the lift area there?
0,got arh that time u go use the toilet there... so fast still saylate! i reaching soon only!
0,no
0,... wth! i haven even start webcast! meet where?
0,i miss tu tu liao! lol... my bus just left lo omg
0,sob sob sob no lo i miss tu tu but i miss u more! t.t... sianz arh<#> more min to next bus lo
0,miss u dun need say one mah <#> /7 missing u ~~~ ya lo nvm gotlaptop lucky lol
0,now i say lo miss eu.dipx dipx~~~ where got always bluff u i si trueto u lol... haha sit there wait for bus also can use arh
0,dun understand ur sentence lol... happy haha... random... i justreach home! sleep by 1 like quite impossible lol
0,cos i dun sleep so early arh lol... dunno lah try force myself tosleep lo... can lah u pass the virus to me u recover le lol
0,haha ya lo still got show to watch! won\
0,farm hat at <#> pm? lol
0,haha ya lo... nvm i try sleep at 1 then... wa wa wa ! do i getanother treat lol...
0,haha true... playing game le lol... nomnomnom! haha not fat fat caneat! wa so good i dun mind lol
0,haha finish the 1 hour de le... true... eat more! haha dunno leh udecide lo... or this sat also can! lol
0,haha jia you le! tml so many tut sob sob sob...4 is halfway there lehaha... so sat it shall be! nomnomnom
0,ya lo rest more! lol... i feel so lazy dun feel like doing anythinglol... next monday got another assignment to hand up omg...sianzzzz... hmmm ok arh i. dun mind also up to u!
0,wahahahah that is y we so pei lol... then sleep early lo lol.. ya loso chan... sob sob sob so sad...
0,haha same same lah... sleeppppp lol... okie i also! at most sunday chiong arh!
0,i decided to pon my lec and go home nap a while! haha... my psychotest just now is about memorizing korean word lo omg ur forte
0,lol quite late 3+ lol.. so shiok arh lol then how u feeling todaylol... lol but u noe korean le arh so not far le if u take lol
0,haha ya lo cos i decided to watch finish the show lol...
0,better then good! today also rest more! lol... but u more familiarwith it mah lol... today wear another shoe go learn driving feel soweird... next time must wear back the levi le lol
0,ya the brown one... cos the friction suck haha... yup 1 and a halflol... how is ur dinner today?
0,ya lo lol... got hao liao mah lol... eh i tot u r the one that say istml de lol...
0,wa herbal chicken nomnomnom! then send them an email and confirm!wait everyone tot is next fri lol... ya lo dun be late arh theresearch i late 5 min today they dun let me in le lo ask me go fornext session de
0,just send then tml see reply lo if no then tml after marketing can gole arh lol... ya lo bo pian mah lol or deduct mark again meh
0,hmmm anywhere u want to go~~~ lol... u want ur pepper lunch? thenafter that do wat leh? watch drama all day long? lol
0,haha ok arh tml then decide as usual lol... woot! tml is friday howcan go home sleep so early! lol
0,wa power.. that is super long lol... bedok <#> ? i tot u say dunwant cos recently got go lol... haha true... sat! hope dun rain lol
0,hmmm u sunday got go back home?
0,cos i was thinking sunday meet and discuss math answer if u r in pasir ris lol
0,haha haven spoil arh... beok mrt can arh lol... hmmmmmm raining thendie lo lol u also won\
0,okie then i tell u the time on sat
0,haha u wear anything also nice lah my angel~~~ hao de best is dun rain lah lol
0,ya doubt so bah... go town also can wear shoot arh =p... yeap sinceall not free lol
0,haha my angel diff mah too angelic le so wear wat also nice lol...anyway i mean it for guy only lol... hao de can play wif water so siweet
0,haha tml still got one arh t.t... jeremy also not going... gordon dunneed lah dun tell him he auto noe dun have le lol
0,haha ya lo... see if tml they got cfm.or not lo... haha go our er renshi jie~~~ so u still watching webcast? i stuck at my assignment qn 1for an hour le zzzz
0,haha maybe he also tot is next fri... haha must er ren shi jie moreor else work le not as free le mah... math lo headache... just finishqn 1 but dunno correct or not... orh no wonder lol jia you le
0,wa that is super fast... then wat u watching next lol... study forexam also cabbage study together mah lol... yuan lai ru chi no wonderu wanna go lec lol...
0,haha so li hai! i sure cannot watch webcast and watch tv at the sametime lo lol.. cabbage nomnomnom! lol... haha true must be goodstudent
0,ya lo haha... wa then not bad arh but i miss out so many t.t... ya losob sob sob so hard... nvm marketing can su lol
0,wake up le mah~~~
0,scare u cannot wake up mah~~~ but i expected as much when u din pickup phone lol
0,yeap the same lab! where r u le lol u got receive bang sms?
0,haha i also haven reply lol... dunno wat to reply leh
0,lol i also... i at biz le 1 min more i reach the lab le
0,at home now too. you taking rest now?
0,ok.give me 5 min.i go toilet
0,chou bao. bei u coming o er are?
0,ding ding! !that\
0,laogong wan an!!hee sayang ur mama more.
0,chou laogong gooooooooood morning!! hee.wat time u slpt yesterday?
