message,label
"urgent! claim your £500 cash prize, reply with claim to confirm details and receive instructions, time limited! text win to 78901, terms apply.",1
"Alert! Win ₹10,000 cash or ₹5,000 voucher, hurry! Call now 09012345678. Msg & data rates apply. Offer ends soon.",1
"winning alert! claim your new iphone 13 pro max now! text winiphone to 888222 and get a link to claim, hurry offer ends soon! 18+ only. valid till 7/15. t&c @apple.",1
"Attention! Congratulations, you've won a brand new iPhone X! Claim your prize by calling 0208-123-4567 within the next hour. Valid till midnight only! #winner #techprize #iphoneXwin",1
"Urgent! Unclaimed £5000 prize waiting! Call 08455678901 now to confirm your win and collect! Text YES to 19112 with your name & contact. Limited time offer, claim before it's too",1
"Win an iPhone 13! Quick, reply with your email for entry, limited slots left!Claim your prize at [scamlink.com] Terms & Conditions: 0800-123-4567 (std rates apply) 18+ Only",1
"Attention! You've been selected for a special offer: Win a brand new iPhone 13! Click the link to claim now: tinyurl.com/winiphone13 Offer ends in 24 hours!  Or,  Congratulations! You",1
"""Unlock a £500 Amazon voucher! Hurry, claim now by clicking the link or call 08001234567. Offer ends in 2 hours. Don't miss out!""",1
"urgent: claim your £500 amazon gift card! call 09023456789 now and follow prompts. limited time offer, act fast!  win a brand new iphone x! click link below 2 enter contest. winner announced",1
Urgent: Congratulations! You've won a brand new iPhone 13! Call 0871 234 5678 now to claim your prize before it's too late! Text 'CLAIM' and your phone number to confirm. Don,1
"Win £10,000 instantly! Call now on 0845-123-4567. Limited time offer!  Congratulations! Your iTunes gift card code is: 1234567890.",1
Win a brand new iPhone 13! Click link to claim now: textconfirmed123.com/claim Limited time offer! £100 Amazon voucher up for grabs. Call 0203 123 4567 to,1
"urgent! unclaimed lottery prize worth $10,000. claim now by calling 0845-123-4567. msg & data rates apply. offer expires soon!  limited time offer: win an iphone 13",1
"Win a brand new iPhone X! Urgent action required, text ""claim"" to 07825 345 678 to confirm your entry. Don't miss out! Limited time offer.",1
Last chance to claim your £500 Amazon voucher! Click here to verify eligibility and redeem now! Offer ends midnight tonight. www.winvoucher.com/claim123 18+. UK residents only. 1 voucher per,1
Attention! You've won a brand new iPhone 13! Claim your prize by calling 08712536289 now! Text STOP to 07823451234 to opt out. Standard rates apply. Hur,1
"Win a brand new iPhone X! Reply ""claim"" to confirm delivery address, call 0800-123-4567 to confirm claim. Offer ends in 24 hours.",1
"win a brand new iphone 12 pro max! text ""iphone"" to 556677 and claim yours before it's too late! limited time offer, act now! txt msg & data rates apply. 18+ only. to opt out,",1
"Congratulations! You've been selected to receive a brand new iPhone 13! Call 0844-567-8901 now to claim, offer valid for the next 24 hours only! (18+, call charges may apply)",1
Win £1000! Call 09071234567 now and confirm code AB12CD34 to claim. Standard rate call charges apply. Ends midnight tonight!,1
"Attention! Unclaimed prize alert: You've won an iPhone X! To claim, call 0800-555-1234 before midnight tonight. Don't miss out! #winner #iPhoneX #urgent #prize #free",1
"alert! congratulations, you've won a £1000 prize! call 09052345678 from landline, claim xyz within 2hrs, valid until midnight! #winning #lottery #jackpot #pri",1
"Text message: ""Congratulations! You've won a brand new iPhone 13! Call 08712300220 now to claim, limited time offer! Cost 10p/min.""  Text message: ""Attention! Num",1
"Win a brand new iPhone 13! Reply with code WIN13 now and claim your prize. Call 09082112345 to confirm, standard rate applies. Hurry, offer ends soon!",1
"Urgent: £1000 Amazon gift card yours! Click link to claim: shorturl.com/abc123 Hurry, offer ends soon! #winnertoday #prize #surprise #free #win #giftcard #amazon #claimnow #",1
"Alert! Unclaimed prize of £3000 waiting! Reply ""claim"" to 07987654321 or miss out, expires tomorrow! #winner #prize #urgent",1
"Urgent: Congratulations! Win £3000! Call 0906637212 to claim, limited time offer! Enter all details carefully.",1
"Alert! Win an iPhone 13 Pro Max! Call 0702312965 now and claim your prize! Hurry, offer ends soon! bx420-ip4-5we. 150pm. Don't miss out",1
"winning alert! you've been randomly selected for a brand new iphone 13! claim now by txting ""claim"" to 90210 or call 0902515515 to confirm your details! congrats! #winner #",1
"prize alert! you've won a brand new iphone 12! claim now by calling 09025556677 or clicking link below. limited time offer, act fast! www.winiphone12.com #luckywinner #",1
"Win a brand new iPhone 13 now! Hurry, offer ends in 2 hours. Click the link to claim: [scammylink.com] *Text STOP to opt-out*",1
"Attention! Unclaimed prize alert: £500 awaits you. Click link to claim: bit.ly/prizewin123. Call 0845-1234567 for assistance. Hurry, offer ends soon!",1
Last chance: win an iPhone 13 & £1000 cash! Click here to confirm delivery address: http://www.luckywinnings.co.uk/claimprize/1234567890 OR call 0800-,1
"urgent! win a brand new iphone 13, call 08452171234 now and confirm your entry! (msg & call charges apply) prize claim code: techwin1234567890",1
"urgent! claim your £500 amazon voucher now, text claim to 80012, expires tomorrow! t&c apply, 18+ only. 10ppm.  or  limited time offer! win a iphone",1
urgent! you've won a brand new iphone 13! claim now by calling 09012345678 or clicking the link below. don't miss out! winnerannouncement.com/iphone13  or,1
urgent! win iphone 13 pro max! claim your prize before it's too late. call 08455678910 code: apple21 expires 15/12/23  or  breakthrough! get,1
"Win â€£500 Amazon voucher! Reply with ""claim"" to 80012, last chance, offer ends midnight! t&cs: www.wowprize.com, 18+ to opt out, text ""stop"" &",1
"Your account has been upgraded! Claim your free iPhone X by calling 08457654321 now or text ""claim"" to 1911. Offer ends tonight!",1
"win a brand new iphone 13! hurry, offer ends in 24 hours. claim now by texting ""winiphone"" to 66223. message and data charges apply. 18+ only. winner announced soon! xx  or",1
"urgent alert! claim your free iphone x now! click link to activate, offer ends soon! 📱💰 #winnertakesall #iphonexgiveaway #limitedstock #actfast #claimyourprize #freeiphonex #winningmoment",1
urgent: you've won an iphone 13! claim now by calling 0800-955-2111 or click the link to confirm your details and receive your prize. don't miss out! #winner #iphone13 #,1
"winner!! as a special member, you've won a £1000 Amazon gift card! claim now by calling 0800-123-4567. code: winbig123. valid until midnight tonight. hurry!",1
"""Congrats! You've won a brand new iPhone 13! Hurry, claim it before it's too late. Call 0800 123 4567 now to verify & collect!""  ""Attention! £50",1
"""Win a brand new iPhone X! Text WINAPPLE to 80011 now and be entered into our weekly draw. 18+, t&cs apply. www.iphonewin.co.uk""  ""Limited time offer: Free upgrade to un",1
"Win a brand new iPhone 13! Text ""confirm"" to 07825 986 123 to claim. Limited time offer, act fast! #iPhone13giveaway #win #freeiphone",1
"Win £1000 now! Click link to claim: [scammaliciouslink.com] Hurry, offer ends soon! #lotterywinnings #urgentactionrequired #freemoney #winnings #prizedelivery #winbig #winnow #lot",1
"Win an iPhone X! Claim your prize now by clicking the link below before it's too late!  Congratulations, you've been selected for a special offer: Unlimited texts & calls for just £10/month. Act fast!  URGENT",1
🚨 Urgent! Win £1000 Amazon vouchers now! Answer 3 simple questions 👉 bit.ly/amazongiveaway. Offer ends soon! Call 02030398567 for help.,1
"Congratulations! Win a brand new iPhone X with just a simple call! Dial 09050123456 now and press 1 to claim your prize. Standard rate call, max 3 mins, 18+, t&c apply.",1
"Text message:  Limited time offer! Win a brand new iPhone 13! Reply with ""WIN"" to 41111. Click here to increase your chances: www.iphone13giveaway.link (18+)  Or:",1
"Win a brand new iPhone X! Hurry, claim your prize by texting ""claim"" to 80012. Limited time offer! 18+ only. t&c apply.",1
"urgently claim your $1000 amazon gift card! click link below before it expires 👉👉👉 bit.ly/win1kamazon 💰💰💰 limited time offer, don't miss out! 💔 #freemoney #winbig #",1
alert 🚨 you've won a brand new iphone 13! claim it now by calling 1-800-winning-numbers. offer valid till end of day. congrats 🎉 #winning #apple #iphone13,1
"Win a brand new iPhone 13! Call 09025123456 now and claim your prize! Limited time offer, don't miss out! 18+ only. Standard text rates apply. To opt out, text STOP to 07",1
urgently claim your £1000 Amazon voucher! click the link below before it's too late: bit.ly/claimprizeXXX  or call 0800 123 4567 to confirm your details and receive your,1
"urgent! you have been chosen for a special offer: a free 30-day membership in our luxury spa package! claim now by txting ""win"" to 80011. t&c apply: www.luxespa.net ltd, pobox",1
"Alert! Unclaimed prize: £500 Amazon vouchers. Call 08451234567, code: GIFT123. Expires tomorrow!  Congratulations! You've won a free iPhone X! Text Y",1
"Congratulations! You've won a brand new iPhone 13! To claim your prize, call 0843-567-8901 now, standard rates apply. Hurry, offer ends soon!",1
"Alert! Unclaimed lottery prize of £10,000 waiting for you. Claim now at www.winningspree.com. Code: LUCKYWIN. Expires in 24 hours. Hurry!",1
"Urgent! Unclaimed prize of â€œiPhone X Pro Maxâ€ awaits you. Click link to claim: http://www.luckywin.net/prize. tcs, 18+, uk residents only.",1
"Urgent: Unclaimed $500 iTunes gift card! Reply ""claim"" to 09025334455 or call 08443123456 with code XYZ123 to confirm. Time limited",1
"""Congratulations! You've won a brand new iPhone 13! To claim, call 09061743789 now, standard rates apply. Ref: #WIN12345""  ""Urgent! Your Amazon account",1
"urgent! win an iphone 12 pro max! txt ""claim"" to 78211 to enter, deadline ends soon! 18+, msg & data rates apply.",1
"Win a brand new iPhone 13! Hurry, call 1-800-WIN-APP now and claim your prize before it's too late! Standard rate call, you may be recorded for quality assurance. Good luck! Opt out 0845-STOP",1
"Win a brand new iPhone X! Hurry, claim now by texting ""WIN"" to 87123. Limited time offer, don't miss out! Web: winiphonex.com. Call 0902545250 for help.",1
"urgently claim your $10,000 iTunes gift card! text ""claim"" to 91123, offer expires tonight 📱🎁 #winning #techtreasure #itunesgiftcard #spam #scam",1
"Win a brand new iPhone X! Click link to claim now, limited time offer!  Urgent: $10,000 cash prize waiting, claim yours at winbigprize.com  Unlock 500 MB of free data, call 08",1
"Alert: Unclaimed $1000 prize! Click link to claim now: text confirm & win! Hurry, offer ends midnight! https://scamlink.com/prize #winnermustactfast",1
"Alert! You've been selected for a special offer: a free 7-day trial of our premium texting service. Reply ""accept"" to 90011 to activate now! Offer expires in 2 hours. Don't miss out! #TX",1
"win ""the new iphone 13"" - answer 3 simple questions, be first in line! urgent! call 07021234567 from your mobile. your free 5-day cruises or 50,000",1
"urgent! you've won a brand new iphone 13! call 0800-123-4567 to claim, offer ends soon! don't miss out! #winner #iphone13  or  attention!",1
Attention! You've been selected for a life-changing opportunity! Claim your £2000 prize now by calling 08445678901. Don't miss out! (Calls cost 15p/min),1
"Win £1000! Claim now by txting ""win"" to 55555. Offer ends midnight. t&c's apply.  Exclusive Invitation! Join our elite club & unlock 5000 bonus points. Click here:",1
Attention! You've been selected to receive a free Apple Watch. Click the link below to claim now!  www.fakewatchgiveaway.com/claim  Offer ends in 24 hours! Don't miss out!,1
"winning alert! claim your â€œlucky drawâ€ prize of â€œiPhone 13 Pro Maxâ€ by clicking link: [scamlink.com] act fast, offer expires in 2 hours! #winner #prize #free",1
"urgent: claim your free iphone 13! reply with your name and email - limited time offer, don't miss out!  exclusive offer: win a brand new samsung tv! answer 3 simple questions - enter now for a chance to win!  att",1
+1: Exciting news! You've hit the jackpot! Call 09050003121 to claim your â£2000 prize before it's too late! t&c/stop 08718729,1
"Win a brand new iPhone 13! Click the link now to claim: www.iphone13giveaway.com Hurry, offer ends in 24 hours!  OR  Urgent: Missed call from your bank! Return it now to avoid account",1
"🚨Congratulations! Unclaimed £2000 prize waiting! Claim now at http://www.luckywin2day.com/prizeclaim t&cs apply. Hurry, offer ends soon! 📅 #Winner",1
"urgent! you've won a brand new iphone 13! call 08002794856 code: apple123 to claim, offer ends tonight!  private! unclaimed lottery prize of £1500 waiting for you",1
"win £500 Amazon voucher today! text ""claim"" to 60712, hurry offer ends soon!  or  urgent: missed package delivery! call 02035678910 to re-schedule or risk losing",1
"win a brand new iPhone 13! urgent action required, call 09012345678 now and press 1 to claim! offer valid until midnight tonight. don't miss out! #winning #iPhone13 #callnow",1
"Win £10,000 instantly! Text WIN10K to 80055. £1/text, 3 attempts, 3 days, 18+. Claim your prize!  Discover the secret to eternal happiness! Reply to",1
"Text message: ""Urgent! Win an iPhone 13! Click link to enter: m.me/scamwiniphone13. Hurry, contest ends in 24 hours! Share with friends for extra entries. 18+, msg & data charges",1
"Attention! You've won an iPhone X with a brand new Apple Watch! Claim your prize by calling 09012345678. Calls cost Â£1.50/minute. Hurry, offer expires soon! #winner",1
"""Urgent! You've won a brand new iPhone 13! Claim now by calling 08718881111. Only 10p/min. Ends tonight!""  ""Attention! Get your free weekly horoscope",1
"Win an iPhone X! Urgent: Claim your prize by clicking the link below before it's too late. Don't miss out!  Or,  Unlock 500MB free data! Activate now by replying ""ACTIVATE"" to this message.",1
urgent! you've been selected for a special offer: win an iphone 13 pro max! claim now by calling 0800-555-1234 or click the link below. don't miss out!  winning number: #XY,1
"Win an iPhone 13! Call 07021234567 now and activate your prize. Limited time offer!  Or,  Unlock free 10GB data and 500 minutes for 30 days. Click link to claim:",1
"urgently claim your $1000 Amazon gift card! text ""claim"" to 9112345 to confirm delivery info 📦🛍️ #limitedtimeoffer #winnerannouncedtomorrow",1
"Win a brand new iPhone 13! Hurry, text ""claim"" to 90210 to confirm & collect! £2.50 per message, see tnc's at website. x  Or:  Unlock a hidden fortune! Text ""treasure",1
win iphone 12! urgent reply claim now at www.iphone12win.com/567u9 confirm number 0800-123-4567 to secure prize. act fast!,1
"win xmas shopping spree! text ""win"" to 56789, limited slots left! hurry!  urgent! you've won a free smartphone! call 0800-123-4567 to claim now!",1
"Win â£500 now! Urgent: Click link to claim your hidden prize, offer valid for 24hrs only! www.luckywinnings.com call 08432151652 to opt-out, msg @ â£1",1
urgent! claim your £500 amazon voucher now! click link: hxxp://scamsite.com/claimprize or call 09021234567 to confirm details. limited time offer! #winbig #surprise,1
Urgent! You've been chosen! Claim your FREE iPhone X by calling 08455678901. Code: WIN123. Offer ends midnight tonight!,1
"win! you've been selected for a free iphone X, claim it now before it's too late! click the link below to confirm your info 👉 [scamlink.com] #winnermail #iphoneX #urgent #claimnow #lottery",1
"urgent! win iphone 13 pro max! reply ""claim"" to 888-555-1234 or call 09021114444 to confirm. msg & call costs apply. end in 2mins.",1
"Win a brand new iPhone X! Hurry, only 24 hours left! Call 1-800-999-1234 to claim your prize! Msg & data rates may apply.",1
"""Congratulations! You've been chosen for a $5000 Amazon gift card. Claim now before it's too late: text 'claim' to 555-123-4567 or call 0800-12",1
Congratulations! You've been selected to receive a free iPhone X! Claim now by calling 09051234567 before code 987321. Valid for 24 hours only!,1
urgent: claim your $1000 amazon gift card! click link below and confirm info to receive: text: claimnow to 5551111 or call 08453211234 (std rate) to verify. offer ends soon,1
"""Congratulations! Win a brand new iPhone X! Hurry, claim your prize by calling 09012345678 before midnight tonight! msg & charge: £1.50/min, 18+ only. winiphonex1",1
Win an iPhone X! Quick reply with your name and email to claim. Offer expires in 2 hours: claim@appleprize.com  Alert: Your account is suspended! Reactivate now and get a free 30-day trial. Text REACTIV,1
"📱🎁 Urgent: You've won a brand new iPhone 13! Reply with your name & contact info to claim. Don't miss this opportunity! 📱📱 text ""CLAIM"" to 0",1
Urgent! Win a brand new iPhone 13! Reply with your email address to claim. Offer ends soon! #LuckyWinner2022  Limited time offer: Free upgrade to unlimited data! Text UPGRADE to 0845,1
"Attention! Unclaimed prize alert: You've won an iPhone X! Reply with your full name and contact info to claim. Hurry, offer ends soon! www.iphonewin.com/claim #exclusive #winner #prize #iPhoneX",1
"Win a brand new iPhone X! Hurry, offer ends in 2 hours! Click the link below or call 09012345678 to claim now! (Text STOP to opt out)",1
"urgent! you've won a brand new iphone 12! collect now by calling 08001234567. t & cs apply, limited time offer. don't miss out!  notified of your lottery win! £",1
Alert! Your recent reward: £1000 Amazon voucher. Claim now by calling 08712345678. Identifier code: XYZ987. Expires tomorrow!,1
"Win a brand new iPhone 13 and a trip to Hawaii! Reply ""claim"" to 888-555-1234 to claim your prize before it's too late! Offer valid until midnight tonight. Don't miss out! #iPhone",1
Urgent! Win a brand new iPhone 13! Click link to claim: bit.ly/iphone13giveaway Or call 09023456789 to confirm entry. Ends tonight! 18+ only. MSG &,1
"Urgent! Win a brand new iPhone 13! Click link to claim: text verify\*\*winiphone to 90055. msg & data rates apply, 18+. winnerannounced.com/code:abc123. call 0",1
"urgent! win iphone 13 pro max! reply winip13 to 73825, last chance, 18+ ts&cs apply, reply hl 5 for info. limited stock! claim yours now!",1
urgent! your number has been randomly selected to receive a special prize. claim your £5000 reward by calling 09012345678 from your landline. offer expires in 2 hours. congratulations!,1
congratulations! you've been selected for a free iphone 13. claim now by calling 0800-123-4567 or visiting www.iphonegiveaway.com. offer ends tonight!  urgent! you',1
"win a brand new iPhone X and a $500 iTunes gift card! txt tech to 91123, hurry offer ends soon! ts&cs apply www.winiphone.com.us/ipx123win100ppmx3",1
win a £5000 luxury vacation or £1000 cash prize! act now and claim your winnings by clicking this link 👉👉👉 [scammylink.com] before it's too late! #urgent #lotterywin #freevacation,1
"Congratulations! Unclaimed £5000 prize waiting for you. Act fast, claim now at http://www.prizewin.net/12345 before it's too late! 18+, t&cs apply. Exclusive offer.",1
"🚨 URGENT: You've won a brand new iPhone! Claim now by texting ""claim"" to 88444. Don't miss out on this life-changing opportunity! 📱 #winner #iPhone13",1
congratulations! you've won a brand new iphone 12! claim now by calling 0845-123-4567. offer ends midnight. code: win123456  urgent! you've been selected,1
"""Limited time offer: claim your free Samsung Galaxy S21! Reply with 'claim' to this message to receive the activation code. Hurry, offer ends soon!""  ""Congratulations! You've won a brand new iPhone 13 Pro! Call",1
"Win a brand new iPhone X! Quick, text ""iwin"" to 91123 and claim your prize before it's too late! #limitedstock #urgent #winnerdrawntomorrow",1
"Win a brand new iPhone 13! Hurry, text WINIPHONE to 88811 and be entered to win now! Age limit 18, £1.99 per week entry. Text STOP to cancel. Prize provided by iGiveAway",1
"Attention: Unclaimed $10,000 prize waiting! Reply with code PRIZE1 to confirm identity and claim now. Hurry, expires in 24 hours!  Important notice: Your Amazon account has been upgraded! Click link to unlock exclusive",1
"urgent: claim your â£5000 lottery winnings! click link to verify info & receive your prize: [bit.ly/prizeclaim] text'verify' to 07831 234567, standard rates apply. hurry,",1
"Urgent! Win a brand new iPhone 13! Click link to claim now: bit.ly/iPhone13giveaway Don't miss out, offer ends in 2 hours!  Or, call 0800-123-45",1
"Alert! Your account has been upgraded, claim your 5000 bonus points now! Dial 08456789012, code: XYZ987, offer ends midnight.  Exclusive offer: Win a brand new iPhone",1
"Alert! Congratulations, you've won a £10,000 lottery! Claim now by calling 09023456789. Code: XYZ123. Offer expires in 24 hours!",1
"Congratulations! You've won a brand new iPhone 13! Reply with your email to claim, limited time offer! 📱📱📱 Text STOP to opt out, standard text rates apply. 💬 #i",1
Urgent! You've won a brand new iPhone 13! Claim now by calling 0800-123-4567 or click link within to confirm your details. Don't miss out! #winner #apple #freephone,1
urgent: claim your free iphone 12 now! click the link below and confirm your details before it's too late: scamlink.com/iphoneoffer  exclusive deal: win a luxurious holiday for two to Bali! call 090,1
"Breaking news! Your account has been upgraded with a £5000 bonus. Call 08002797121 now to activate and receive your reward. Limited time offer, claim yours today!",1
"alert! you've won an iphone 13! claim now before it's too late, call 0845-862-1234 or visit www.iphonewin.net to confirm your prize! hurry!",1
"You've been selected for a special offer! Claim your free iPhone X or £500 cash now. Call 0844 123 4567 to confirm your details (18+). Hurry, offer ends soon!",1
"Win an iPhone X! Hurry, claim now by calling 08452571234. Limited time offer, don't miss out! To cancel, text STOP to the same number.",1
"urgent! $10,000 lottery winnings waiting for you. claim now at http://www.winbiglottery.net/text. ts&cs apply. hurry! offer ends soon!",1
"Attention! Unbelievable offer: win an iPhone 13 Pro Max! Text ""iPhone"" to 86555 now and unlock your prize! 15p/msg. Hurry, offer ends soon! ���������",1
"* win a brand new iPhone X! act fast, offer ends tonight. text ""claim"" to 91122 for your chance to win. msg & data rates apply. 18+ only. winners chosen at random. 7w8po box7843 q",1
"Unclaimed prize alert! You've won a brand new iPhone 13 Pro Max! Call 0800-123-4567 now to claim or text ""win"" to confirm delivery. Don't miss out! Offer ends soon!",1
"* ðŸš¨ Last chance: claim your £500 Amazon gift card! Call 0844-123-4567 now and confirm your details. Hurry, offer ends today! 🏆 * 📱 Un",1
Alert! You've won a free vacation to Bali! Confirm claim at [link] or call 02030556677 before it's too late!  Lucky draw prize: Brand new iPhone X! Claim now by calling,1
Attention! Your account is about to be closed! Call 09031234567 now to verify and keep it active. Offer valid for the next hour only!  Or:  Exclusive invitation! Win a brand new iPhone X! Text your,1
"🎁 Urgent! Win an iPhone 13! Answer: What's the longest river in Africa? Text ""river"" to 90210 for a chance to claim your prize! 📱 (opt-out: text ""stopwin""",1
"Urgent! Claim your free iPhone X or £500 cash prize! Call 0844 567 8901 now, offer ends soon! Text STOP to opt out. Terms: www.winiphone.net £1.50pm",1
Win £100 now! Call 0800-123-4567 to claim. Every 10th caller wins! optout 0800-900-1234  Discover hidden treasure! Click link: treasure,1
Attention! You've won an iPhone 13 Pro Max! Claim now by calling 02031234567 from a landline. Valid for 24 hours only! Text STOP to opt out. Standard rate call charges apply.,1
urgent! claim your â€œgolden ticketâ€ prize worth 5000! call 08451234567 now to confirm your details or click link to claim online. offer expires midnight. congrats in advance! #winning #goldent,1
"Win an iPhone 13 Pro max! Hurry, answer this question: What's the capital city of Australia? Text your answer to 67628, free SMS, hurry, offer ends soon! 18+, UK residents only.",1
"Attention! Win £500 cash instantly! Quick, text ""Claim"" to 80077. Don't miss out! Call 09055556666 for verification. Winner announced in 2 hours!",1
"Win a brand new iPhone 13! Urgent action required, call now on 0800 123 4567 to claim your prize before it's too late! *text 'claim' to confirm participation. MSG & data rates apply.",1
"Win a brand new iPhone 13! Text ""win"" to 85111 to claim your entry. Limited time offer, hurry up! t&cs apply 08452221111. £2.50/week. 18",1
Urgent: Missed prize drawing! Claim your $1000 Amazon gift card now: call 07085321972 or click link within 24hrs. ref:123456. Act fast!,1
Attention! You've been selected for a special offer: win a brand new iPhone 13. Click here to claim now and enter code XYZ123. Offer valid until midnight tonight! Hurry up!,1
"urgent! lottery win notification, claim your $10,000 prize now or lose it! call 1-800-winning (US only) to confirm your winnings and provide your personal info. don't miss out!  exclusive offer! limited time",1
"win iphone 13! ur number selected, claim now at www.iphone13giveaway.com or call 09012345678 to confirm (msg & data rates apply)",1
"Win £5,000 now! Call 08432 514321 within 24 hours. UK local rate. You're a lucky winner!  Limited time offer: Free 3-day trial of exclusive content. Text JOIN",1
"win a £1000 Amazon voucher today! text 'claim' to 87123. limited time offer! 16+, £1/msg, t&c apply. #winbig #offer #amazon #urgent",1
"ðŸš¨ Attention! ðŸš¨ Win a brand new iPhone 13 or £10,000! Reply ""Claim"" to 07955 123 456. Call from landline, 18+",1
"Win a brand new iPhone X! Quick, call 0800-555-1234 to claim now, offer ends soon! 📱📱 #iPhoneXGiveaway #CallNow #LimitedTimeOffer",1
"Urgent: Unclaimed prize of £1500! Call 0845 862 1234 to claim now, code: XYZ987. Offer ends midnight.",1
"Attention! Unclaimed £500 Amazon voucher waiting for you. Hurry, claim now by txt: win to 88999. t&c apply: amazonwin.com support: 02031374567. Don",1
"Win a brand new iPhone X! Hurry, only 10 left! Text ""iPhone"" to 888-555-1234 to claim yours. Limited time offer, reply now! (Standard message rates apply)",1
"Win a brand new iPhone 13! Quick, answer this: What's the capital city of Australia? Text your answer to 67890 to claim your prize! Limited time offer, hurry!",1
"🚨 Urgent! Win a brand new iPhone X! Click link to enter now & claim your prize before it's too late! ⏱️ Hurry, offer ends soon! #winnow #iphonexgiveaway #freeiphone #win",1
"Congratulations! You've been selected to receive a free iPhone X! To claim your prize, call 0845-123-4567 now before the offer expires. Msg & data rates may apply. txt ""claim"" to 789",1
"🚨 Last Chance: Claim your £500 Amazon voucher! Text ""WIN"" to 07534 123456 to confirm entry. Offer ends Midnight tonight! 🏆 #AmazonGive",1
"alert! £1000 surprise cash prize for you! claim now at www.luckydraw24.com/win12345 click here! hurry, offer ends soon! 18+ only!",1
"Win a brand new car! Click here to claim your prize before it's too late. Hurry, offer ends in 2 hours!  Or:  Congratulations! You've been selected for a special offer. Call 0800 123",1
Urgent! Win an iPhone X! Click link now to claim: m.me/iPhoneXGiveaway.com/win \*Limited time offer\* Don't miss out!,1
"Win a brand new iPhone 13! Reply ""yes"" to this text and answer 3 simple questions to be eligible! Hurry, contest ends soon!",1
"urgent: claim your â€ślucky drawâ€ť prize of iphone 13 or â‚¬10,000! act now, link expires soon: win.bigprize.com/abc1234  or  last",1
"Attention! You've won a brand new iPhone 13! Claim now by calling 0844-567-8901. Hurry, offer expires in 24 hours! #winner #techprize #applelove #d",1
"urgent! you've won a brand new iphone 13! claim your prize by calling 09061234567, code: w123. offer valid for 24 hours only. congratulations!",1
"Alert! Congratulations, you've been chosen for a £2500 surprise prize! Hurry, call 08435551234 to claim now or risk losing out! Offer valid until midnight. Cost per call 50p.",1
"Win £1000 instant cash! Click now to claim: http://wintengrand.com. Limited time offer, act fast! #jackpot #winbig #prizes #urgent #free money #lottery #fortune #winning #lucky #money",1
"win big! claim your $10,000 prize, reply with code #lotterywin, visit www.claimprize.net, offer ends in 24 hours!",1
Alert! Your number has been randomly selected to receive a £5000 Amazon gift card. Claim now by calling 0871-234-5678. Offer ends midnight. Enter code: GIFT5000. Hurry!,1
"Congratulations! You've won a brand new iPhone X! To claim, call 0800-WIN-IPHONE (0800-946-4746) now and provide your address for delivery. Offer valid until midnight tonight! Don",1
"Win £1,000 instant cash! Claim now by calling 09051234567. Valid until midnight tonight! #lotterywin #urgent #actfast",1
urgently! claim your $1000 Amazon gift card now: click link & enter code XYZ123 before it's too late! offer valid till midnight. reply confirm to claim.,1
Alert: Unclaimed prize of £500! Click link to claim: m.example.com/prize Code: XYZ123 Expires in 24 hours! Hurry!,1
"Congratulations! You've been selected for a special offer: £500 Amazon gift card. Claim now at www.winningshop.co/prize! Hurry, offer ends soon. Reply STOP to opt-out. Call 020",1
"Attention! You've been selected for a special offer: win a brand new iPhone 13! Reply ""claim"" to enter the draw. Hurry, only a few hours left! 18+, msg & call charges apply. Service provided by quickwins4u",1
"win a brand new iphone 13! click here to claim > http://shorturl.com/abc123 hurry, offer ends soon!  you've been selected for a free vacay in the caribbean! call 0800-12",1
"Congratulations! You've won a brand new iPhone 13! Claim now by calling 08001234567 or clicking the link below before it's too late! hurry, offer ends soon! bit.ly/iphonewin",1
"Win a brand new iPhone X! Click this link to claim now: bit.ly/iPhoneXGiveaway  Hurry, offer ends in 2 hours! 📱💰  Or call 0800-123-4567 to",1
urgent! you've won a £5000 lottery prize! claim now by calling 09067283951 or text STOP to opt out (valid 24hrs)  or  you've been selected to receive a,1
"urgent! claim your £100 amazon voucher, reply win with code AB123 now. 18+, t&c apply, msg cost £1.50, collect at www.prizes.com call 0800123",1
"Alert! Unclaimed prize: £1000 awaits you! Reply ""claim"" to this SMS or call 0800-123-4567 to confirm details. Don't miss out! Offer valid till midnight tonight.",1
Win a brand new iPhone X! Click the link to claim now: tinyurl.com/winiphonex Limited time offer: free Samsung Galaxy S21 with 50% off contract! Call 0800-123-4567 to claim,1
urgent! your $1000 amazon gift card is waiting! click this link to claim now: [scammylink.com/claimgift] offer valid for the next hour only!,1
urgent! congratulations! you've won a brand new iPhone 13! claim it now by calling 07853219561 within 24 hours. validation code: win123 #limitedstock #claimnow,1
"urgent! win an iphone 13 pro max! txt ""claim"" to 78564. expires tomorrow! validation code: 5xr29. win big! #iphone13giveaway",1
"Exclusive offer! 🎁 You've been picked to receive a brand new iPhone 13! Claim now by calling 0844-567-8901 or clicking the link below. Hurry, offer ends in 2 hours! www",1
"Congratulations! You've been selected for a special offer: win a brand new iPhone 13! Call 09055555555 to claim now and unlock your prize! Don't miss out!  Or,  Attention! Your",1
"You've won a brand new iPhone X! Claim now by calling 09032134567 or visit www.wintophonex.com within 24 hours to confirm your details! 18+ only, text STOP to opt out",1
